key,text
MAP_ANOMALY_CH07_H03_DIALOGUE_02,ENM024: [왜곡된 적대 파장]
MAP_ANOMALY_CH07_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH07_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH07_H03_TITLE,특이 위협 신호 · ENM024
MAP_ANOMALY_CH07_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH07_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH07_N06_DIALOGUE_02,ENM022: [왜곡된 적대 파장]
MAP_ANOMALY_CH07_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH07_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH07_N06_TITLE,특이 위협 신호 · ENM022
MAP_ANOMALY_CH07_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH07_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH07_N13_DIALOGUE_02,ENM023: [왜곡된 적대 파장]
MAP_ANOMALY_CH07_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH07_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH07_N13_TITLE,특이 위협 신호 · ENM023
MAP_ANOMALY_CH08_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH08_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH08_H03_DIALOGUE_02,ENM024: [왜곡된 적대 파장]
MAP_ANOMALY_CH08_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH08_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH08_H03_TITLE,특이 위협 신호 · ENM024
MAP_ANOMALY_CH08_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH08_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH08_N06_DIALOGUE_02,ENM022: [왜곡된 적대 파장]
MAP_ANOMALY_CH08_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH08_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH08_N06_TITLE,특이 위협 신호 · ENM022
MAP_ANOMALY_CH08_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH08_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH08_N13_DIALOGUE_02,ENM023: [왜곡된 적대 파장]
MAP_ANOMALY_CH08_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH08_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH08_N13_TITLE,특이 위협 신호 · ENM023
MAP_ANOMALY_CH09_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH09_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH09_H03_DIALOGUE_02,ENM027: [왜곡된 적대 파장]
MAP_ANOMALY_CH09_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH09_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH09_H03_TITLE,특이 위협 신호 · ENM027
MAP_ANOMALY_CH09_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH09_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH09_N06_DIALOGUE_02,ENM025: [왜곡된 적대 파장]
MAP_ANOMALY_CH09_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH09_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH09_N06_TITLE,특이 위협 신호 · ENM025
MAP_ANOMALY_CH09_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH09_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH09_N13_DIALOGUE_02,ENM026: [왜곡된 적대 파장]
MAP_ANOMALY_CH09_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH09_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH09_N13_TITLE,특이 위협 신호 · ENM026
MAP_ANOMALY_CH10_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH10_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH10_H03_DIALOGUE_02,ENM027: [왜곡된 적대 파장]
MAP_ANOMALY_CH10_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH10_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH10_H03_TITLE,특이 위협 신호 · ENM027
MAP_ANOMALY_CH10_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH10_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH10_N06_DIALOGUE_02,ENM025: [왜곡된 적대 파장]
MAP_ANOMALY_CH10_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH10_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH10_N06_TITLE,특이 위협 신호 · ENM025
MAP_ANOMALY_CH10_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH10_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH10_N13_DIALOGUE_02,ENM026: [왜곡된 적대 파장]
MAP_ANOMALY_CH10_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH10_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH10_N13_TITLE,특이 위협 신호 · ENM026
MAP_ANOMALY_CH11_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH11_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH11_H03_DIALOGUE_02,ENM030: [왜곡된 적대 파장]
MAP_ANOMALY_CH11_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH11_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH11_H03_TITLE,특이 위협 신호 · ENM030
MAP_ANOMALY_CH11_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH11_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH11_N06_DIALOGUE_02,ENM028: [왜곡된 적대 파장]
MAP_ANOMALY_CH11_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH11_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH11_N06_TITLE,특이 위협 신호 · ENM028
MAP_ANOMALY_CH11_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH11_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH11_N13_DIALOGUE_02,ENM029: [왜곡된 적대 파장]
MAP_ANOMALY_CH11_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH11_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH11_N13_TITLE,특이 위협 신호 · ENM029
MAP_ANOMALY_CH12_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH12_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH12_H03_DIALOGUE_02,ENM030: [왜곡된 적대 파장]
MAP_ANOMALY_CH12_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH12_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH12_H03_TITLE,특이 위협 신호 · ENM030
MAP_ANOMALY_CH12_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH12_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH12_N06_DIALOGUE_02,ENM028: [왜곡된 적대 파장]
MAP_ANOMALY_CH12_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH12_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH12_N06_TITLE,특이 위협 신호 · ENM028
MAP_ANOMALY_CH12_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH12_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH12_N13_DIALOGUE_02,ENM029: [왜곡된 적대 파장]
MAP_ANOMALY_CH12_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH12_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH12_N13_TITLE,특이 위협 신호 · ENM029
MAP_ANOMALY_CH13_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH13_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH13_H03_DIALOGUE_02,ENM033: [왜곡된 적대 파장]
MAP_ANOMALY_CH13_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH13_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH13_H03_TITLE,특이 위협 신호 · ENM033
MAP_ANOMALY_CH13_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH13_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH13_N06_DIALOGUE_02,ENM031: [왜곡된 적대 파장]
MAP_ANOMALY_CH13_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH13_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH13_N06_TITLE,특이 위협 신호 · ENM031
MAP_ANOMALY_CH13_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH13_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH13_N13_DIALOGUE_02,ENM032: [왜곡된 적대 파장]
MAP_ANOMALY_CH13_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH13_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH13_N13_TITLE,특이 위협 신호 · ENM032
MAP_ANOMALY_CH14_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH14_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH14_H03_DIALOGUE_02,ENM033: [왜곡된 적대 파장]
MAP_ANOMALY_CH14_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH14_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH14_H03_TITLE,특이 위협 신호 · ENM033
MAP_ANOMALY_CH14_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH14_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH14_N06_DIALOGUE_02,ENM031: [왜곡된 적대 파장]
MAP_ANOMALY_CH14_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH14_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH14_N06_TITLE,특이 위협 신호 · ENM031
MAP_ANOMALY_CH14_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH14_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH14_N13_DIALOGUE_02,ENM032: [왜곡된 적대 파장]
MAP_ANOMALY_CH14_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH14_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH14_N13_TITLE,특이 위협 신호 · ENM032
MAP_ANOMALY_CH15_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH15_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH15_H03_DIALOGUE_02,ENM036: [왜곡된 적대 파장]
MAP_ANOMALY_CH15_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH15_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH15_H03_TITLE,특이 위협 신호 · ENM036
MAP_ANOMALY_CH15_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH15_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH15_N06_DIALOGUE_02,ENM034: [왜곡된 적대 파장]
MAP_ANOMALY_CH15_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH15_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH15_N06_TITLE,특이 위협 신호 · ENM034
MAP_ANOMALY_CH15_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH15_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH15_N13_DIALOGUE_02,ENM035: [왜곡된 적대 파장]
MAP_ANOMALY_CH15_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH15_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH15_N13_TITLE,특이 위협 신호 · ENM035
MAP_ANOMALY_CH16_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH16_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH16_H03_DIALOGUE_02,ENM036: [왜곡된 적대 파장]
MAP_ANOMALY_CH16_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH16_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH16_H03_TITLE,특이 위협 신호 · ENM036
MAP_ANOMALY_CH16_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH16_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH16_N06_DIALOGUE_02,ENM034: [왜곡된 적대 파장]
MAP_ANOMALY_CH16_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH16_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH16_N06_TITLE,특이 위협 신호 · ENM034
MAP_ANOMALY_CH16_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH16_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH16_N13_DIALOGUE_02,ENM035: [왜곡된 적대 파장]
MAP_ANOMALY_CH16_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH16_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH16_N13_TITLE,특이 위협 신호 · ENM035
MAP_ANOMALY_CH17_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH17_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH17_H03_DIALOGUE_02,ENM039: [왜곡된 적대 파장]
MAP_ANOMALY_CH17_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH17_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH17_H03_TITLE,특이 위협 신호 · ENM039
MAP_ANOMALY_CH17_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH17_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH17_N06_DIALOGUE_02,ENM037: [왜곡된 적대 파장]
MAP_ANOMALY_CH17_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH17_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH17_N06_TITLE,특이 위협 신호 · ENM037
MAP_ANOMALY_CH17_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH17_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH17_N13_DIALOGUE_02,ENM038: [왜곡된 적대 파장]
MAP_ANOMALY_CH17_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH17_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH17_N13_TITLE,특이 위협 신호 · ENM038
MAP_ANOMALY_CH18_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH18_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH18_H03_DIALOGUE_02,ENM039: [왜곡된 적대 파장]
MAP_ANOMALY_CH18_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH18_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH18_H03_TITLE,특이 위협 신호 · ENM039
MAP_ANOMALY_CH18_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH18_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH18_N06_DIALOGUE_02,ENM037: [왜곡된 적대 파장]
MAP_ANOMALY_CH18_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH18_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH18_N06_TITLE,특이 위협 신호 · ENM037
MAP_ANOMALY_CH18_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH18_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH18_N13_DIALOGUE_02,ENM038: [왜곡된 적대 파장]
MAP_ANOMALY_CH18_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH18_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH18_N13_TITLE,특이 위협 신호 · ENM038
MAP_ANOMALY_CH19_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH19_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH19_H03_DIALOGUE_02,ENM042: [왜곡된 적대 파장]
MAP_ANOMALY_CH19_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH19_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH19_H03_TITLE,특이 위협 신호 · ENM042
MAP_ANOMALY_CH19_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH19_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH19_N06_DIALOGUE_02,ENM040: [왜곡된 적대 파장]
MAP_ANOMALY_CH19_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH19_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH19_N06_TITLE,특이 위협 신호 · ENM040
